@relation pop_failure-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute vconst_corr numeric
@attribute vconst_2 numeric
@attribute vconst_3 numeric
@attribute vconst_4 numeric
@attribute vconst_5 numeric
@attribute vconst_7 numeric
@attribute ah_corr numeric
@attribute ah_bolus numeric
@attribute slm_corr numeric
@attribute efficiency_factor numeric
@attribute tidal_mix_max numeric
@attribute vertical_decay_scale numeric
@attribute convect_corr numeric
@attribute bckgrnd_vdc1 numeric
@attribute bckgrnd_vdc_ban numeric
@attribute bckgrnd_vdc_eq numeric
@attribute bckgrnd_vdc_psim numeric
@attribute Prandtl numeric
@attribute class {0,1}

@data
0.897365,0.850714,0.623773,0.903351,0.712443,0.91836,0.332743,0.166846,0.772609,0.841315,0.160129,0.84318,0.090389,0.543827,0.346124,0.065766,0.333195,0.58005,1
0.515444,0.496725,0.950196,0.018699,0.383088,0.335091,0.430158,0.953184,0.199595,0.454997,0.854765,0.954809,0.160108,0.36081,0.500163,0.787948,0.168946,0.357992,1
0.255435,0.521699,0.322012,0.467638,0.247704,0.301348,0.6527,0.592635,0.916065,0.023539,0.061458,0.939134,0.668216,0.614111,0.767016,0.915168,0.175618,0.462114,1
0.543376,0.213772,0.307705,0.482288,0.427821,0.207376,0.551616,0.370601,0.307604,0.200398,0.088249,0.171888,0.851664,0.918242,0.165877,0.792363,0.958085,0.275051,1
0.703514,0.455787,0.048119,0.21232,0.236902,0.198442,0.281617,0.895279,0.406284,0.486849,0.116491,0.440873,0.186542,1,0.027177,0.930879,0.435335,0.89334,1
0.673432,0.736008,0.856657,0.170574,0.578471,0.809572,0.357938,0.43464,0.143082,0.558874,0.74538,0.510915,0.935486,0.971171,0.4013,0.859737,0.262372,0.215068,1
0.923205,0.571702,0.821465,0.790022,0.538135,0.364558,0.73761,0.68192,0.29365,0.446515,0.743736,0.290292,0.920523,0.784393,0.889688,0.595602,0.294621,0.996965,1
0.852012,0.998941,0.581076,0.680073,0.530384,0.184272,0.39797,0.3545,0.310348,0.958868,0.675169,0.218071,0.449237,0.304991,0.625443,0.659174,0.249825,0.703923,0
0.162513,0.504289,0.656762,0.426441,0.94075,0.827439,0.346545,0.078868,0.340203,0.240615,0.762231,0.53582,0.435022,0.633775,0.783228,0.026923,0.61693,0.336662,1
0.317607,0.74436,0.649828,0.544862,0.416442,0.778205,0.955118,0.398531,0.688863,0.179743,0.62175,0.124689,0.197204,0.158183,0.391943,0.101033,0.853554,0.46068,1
0.197751,0.108191,0.698985,0.454232,0.994782,0.527054,0.645953,0.270248,0.937291,0.212152,0.809474,0.934016,0.093921,0.499557,0.767922,0.237027,0.568187,0.739626,1
0.724832,0.629019,0.897535,0.328161,0.195436,0.246721,0,0.458945,0.437044,0.889313,0.937353,0.183336,0.109533,0.28871,0.094425,0.631768,0.351122,0.111447,1
0.178056,0.19099,0.737292,0.279805,0.18581,0.140267,0.405571,0.622599,0.565335,0.624735,0.679598,0.733746,0.253809,0.493571,0.010287,0.925364,0.712527,0.270286,1
0.504835,0.386741,0.367353,0.8878,0.331684,0.325242,0.472158,0.219816,0.471954,0.047257,0.453549,0.836924,0.602141,0.598641,0.240623,0.01625,0.125961,0.03831,1
0.790825,0.685651,0.288613,0.51203,0.661666,0.604372,0.891733,0.529714,0.57473,0.153677,0.11336,0.980215,0.86901,0.563515,0.30027,0.606783,0.15096,0.817105,1
0.259262,0.636201,0.037989,0.410036,0.670857,0.2272,0.540045,0.476009,0.845821,0.469588,0.367357,0.271643,0.04172,0.35155,0.46553,0.302397,0.895752,0.583916,1
0.940089,0.751502,0.705112,0.972762,0.643269,0.569072,0.190335,0.161613,0.481906,0.664415,0.888707,0.677875,0.935623,0.035673,0.52927,0.097049,0.926766,0.234093,0
0.805164,0.361568,0.115054,0.580852,0.323432,0.97677,0.860711,0.588829,0.960771,0.216872,0.915934,0.379578,0.73769,0.830387,0.455925,0.471098,0.729468,0.240705,1
0.404105,0.43962,0.811981,0.114245,0.830514,0.574053,0.688048,0.897586,0.365527,0.325502,0.407956,0.796646,0.353299,0.78062,0.484131,0.904954,0.771935,0.2221,1
0.212596,0.154436,0.644078,0.927202,0.901037,0.171737,0.089764,0.046166,0.837599,0.521998,0.095753,0.501473,0.758124,0.853697,0.47565,0.996361,0.565685,0.081205,1
0.018759,0.604067,0.05556,0.14859,0.370866,0.709211,0.906043,0.362711,0.80767,0.098693,0.726669,0.899203,0.892486,0.520458,0.212062,0.354509,0.53269,0.24693,1
0.617412,0.326931,0.718562,0.674843,0.658302,0.62505,0.85068,0.407039,0.357113,0.563176,0.379725,0.245666,0.316253,0.431759,0.630552,0.979706,0.199863,0.487121,1
0.666975,0.360286,0.749689,0.310465,0.030887,0.785799,0.182227,0.640976,0.875098,0.77602,0.608567,0.369917,0.365778,0.091028,0.004342,0.277077,0.205667,0.436032,1
0.065588,0.308052,0.019791,0.555519,0.748954,0.631107,0.822139,0.43123,0.786969,0.972004,0.524474,0,0.889345,0.318846,0.801641,0.831123,0.808977,0.500258,1
0.764068,0.566373,0.806446,0.502745,0.078004,0.591185,0.712018,0.379651,0.029873,0.417439,0.000079,0.225973,0.767382,0.700659,0.721209,0.665467,0.061402,0.31884,1
0.261867,0.804437,0.214341,0.812317,0.545434,0.133475,0.102229,0.494097,0.933766,0.656475,0.683505,0.582261,0.874965,0.248171,0.729901,0.124285,0.09783,0.022088,1
0.307666,0.008885,0.142131,0.272856,0.09834,0.843951,0.959999,0.418416,0.410868,0.596279,0.394987,0.569014,0.347073,0.080387,0.995218,0.203745,0.6894,0.094285,1
0.043029,0,0.420141,0.745102,0.768218,0.020397,0.271111,0.600626,0.060808,0.305743,0.344329,0.62027,0.575434,0.047122,0.633915,0.338903,0.468273,0.181005,1
0.545986,0.206537,0.353781,0.477243,0.928043,0.394125,0.81325,0.760723,0.385158,0.068102,0.721055,0.588495,0.699471,0.007723,0.131581,0.009814,0.134009,0.40577,1
0.169079,0.427727,0.278638,0.529801,0.231463,0.722831,0.255537,0.694647,0.323229,0.946036,0.046037,0.697029,0.085183,0.930165,0.558934,0.947736,0.775009,0.859019,1
0.902867,0.241635,0.149846,0.672163,0.201267,0.495409,0.699321,0.994188,0.502269,0.823651,0.559731,0.856497,0.617483,0.658389,0.542942,0.402605,0.979115,0.493419,1
0.07731,0.287526,0.469847,0.364101,0.695314,0.179138,0.896454,0.935762,0.700378,0.638899,0.507273,0.666257,0.38263,0.622545,0.897327,0.349574,0.724156,0.279919,1
0.976991,0.560753,0.478335,0.526558,0.758213,0.9701,0.038449,0.841445,0.664796,0.056301,0.672084,0.31145,0.593599,0.137008,0.865218,0.76897,0.580946,0.482052,1
0.341854,0.393579,0.199653,0.867619,0.275588,0.069608,0.838769,0.464654,0.453351,0.545967,0.022103,0.119722,0.792192,0.212862,0.823466,0.409825,0.44159,0.257569,1
0.013324,0.165467,0.723676,0.891826,0.265223,0.128546,0.420459,0.573066,0.866624,0.063174,0.139455,0.831956,0.006898,0.674122,0.35128,0.054821,0.341662,0.514575,1
0.869736,0.295543,0.186146,0.006743,0.51892,0.567092,0.211072,0.193815,0.668417,0.747874,0.443448,0.96905,0.502328,0.715885,0.670489,0.191155,0.164416,0.061499,1
0.601592,0.820373,0.386886,0.349985,0.936477,0.691153,0.221668,0.128454,0.857819,0.58027,0.75436,0.614299,0.030369,0.488197,0.575213,0.693537,0.971601,0.903701,1
0.218345,0.939531,0.318621,0.355609,0.386761,0.657585,0.340868,0.33376,0.524445,0.312888,0.991566,0.597734,0.75379,0.514309,0.733891,0.222479,0.917565,0.218455,1
0.457786,0.080466,0.524442,0.184205,0.63492,0.716995,0.880199,0.719915,0.760856,0.938013,0.227554,0.454579,0.325919,0.727826,0.756733,0.195869,0.380338,0.729628,1
0.741167,0.621182,0.963041,0.047984,0.948191,0.956072,0.51358,0.122137,0.571777,0.496895,0.770773,0.602426,0.948995,0.068772,0.362824,0.087645,0.287226,0.883361,0
0.556416,0.554728,0.928538,0.734095,0.651157,0.252154,0.935007,0.1553,0.287243,0.62907,0.836585,0.576253,0.703808,0.093926,0.520405,0.864061,0.783792,0.855702,1
0.815568,0.302091,0.711047,0.094295,0.179994,0.119756,0.692991,0.972268,0.81483,0.084535,0.470727,0.61011,0.060302,0.000632,0.60033,0.414844,0.834242,0.574465,1
0.464164,0.906072,0.148849,0.878118,0.835191,0.163456,0.825014,0.09855,0.52948,0.010528,0.861715,0.413617,0.192286,0.791115,0.877272,0.322254,0.54648,0.784683,1
0.207292,0.053806,0.796972,0.700626,0.400383,0.110165,0.675096,0.822569,0.318596,0.428216,0.593842,0.038427,0.48778,0.96526,0.482167,0.004507,0.012756,0.923037,1
0.095547,0.599594,0.876102,0.764233,0.091953,0.037398,0.722781,0.064924,0.997865,0.86031,0.365255,0.711868,0.880556,0.934292,0.710987,0.267184,0.187079,0.799485,1
0.427754,0.833596,0.577037,0.844494,0.114696,0.521155,0.606406,0.571136,0.047822,0.920876,0.425399,0.724794,0.667084,0.849055,0.04218,0.876299,0.229384,0.01616,1
0.876321,0.31197,0.815005,0.027814,0.825934,0.341191,0.846793,0.14743,0.982751,0.351369,1,0.006364,0.522961,0.949411,0.646406,0.998308,0.020205,0.474309,1
0.200298,0.509797,0.344337,0.761434,0.727783,0.411923,0.806532,0.180802,0.653626,0.070796,0.585382,0.634975,0.245639,0.911142,0.713715,0.232384,0.178647,0.726526,1
0.274957,0.405862,0.777211,0.967755,0.611897,0.454636,0.766495,0.401516,0.086195,0.376167,0.536436,0.33152,0.562496,0.08488,0.452864,0.988999,0.306248,0.152395,1
0.124988,0.722903,0.732387,0.137943,0.506065,0.461474,0.44036,0.340787,0.448034,0.913411,0.102533,0.195902,0.80291,0.654131,0.841359,0.555906,0.903202,0.966598,1
0.224479,0.071526,0.953212,0.428587,0.812653,0.504411,0.411015,0.060238,0.109493,0.081384,0.186866,0.097506,0.657248,0.220526,0.14842,0.766347,0.813783,0.908124,1
0.538802,0.411837,0.766323,0.777277,0.456654,0.51658,0.111163,0.648293,0.617036,0.992737,0.164487,0.913696,0.021907,0.013985,0.911984,0.942635,0.239711,0.41132,1
0.986358,0.233611,0.244229,0.601069,0.618982,0.329865,0.702653,0.862932,0.719545,0.105541,0.338417,0.624566,0.294357,0.419728,0.0345,0.890551,0.069679,0.915438,1
0.303632,0.613075,0.546926,0.570702,0.012869,0.800306,0.351892,0.511626,0.69049,0.923615,0.45778,0.6526,0.498046,0.373287,0.798813,0.966076,0.642572,0.553743,1
0.056808,0.151651,0.671685,0.648146,0.341937,0.662856,0.059313,0.035751,0.042708,0.474208,0.572869,0.213999,0.068309,0.538865,0.203542,0.163076,0.644976,0.941245,1
0.678226,0.643675,0.860548,0.69465,0.502022,0.039686,0.626342,0.888074,0.630732,0.432812,0.479646,0.343767,0.118636,0.768327,0.90489,0.728964,0.143205,0.710512,1
0.433727,0.068763,0.396863,0.535547,0.003121,0.648988,0.862339,0.231876,0.793045,0.089082,0.98841,0.081988,0.492234,0.231402,0.677216,0.078501,0.321429,0.117668,1
0.035931,0.816328,0.866097,0.19736,0.467994,0.374704,0.927989,0.797947,0.584718,0.233474,0.812154,0.318742,0.207844,0.684291,0.952357,0.510909,0.943528,0.385183,1
0.323419,0.487591,0.681411,0.221132,0.151845,0.535867,0.143973,0.996862,0.25563,0.815227,0.208932,0.076003,0.58506,0.810986,0.447553,0.043665,0.007827,0.194043,1
0.631039,0.220525,0.784918,0.834667,0.793692,0.17437,0.72002,0.686063,0.956336,0.895566,0.285413,0.475414,0.153109,0.647934,1,0.036812,0.985734,0.159209,1
0.650726,0.974942,0.089556,0.163157,0.03949,0.345134,0.116344,0.773833,0.192127,0.146621,0.252431,0.717566,0.262451,0.242422,0.926305,0.614553,0.291598,0.967515,1
0.49885,0.416368,0.11773,0.389737,0.462516,0.156922,0.311267,0.552138,0.824721,0.902661,0.652719,0.811679,0.142013,0.801879,0.026503,0.343962,0.913836,0.790647,1
0.091046,0.128957,0.165677,0.402128,0.804533,0.839767,0.662994,0.827505,0.253412,0.726944,0.297759,0.022269,0.392574,0.738582,0.508171,0.814935,0.930928,0.936374,1
0.86552,0.71072,0.92231,0.303344,0.965121,0.700356,0.30445,0.018989,0.300648,0.041503,0.070701,0.361166,0.132275,0.579551,0.523917,0.60989,0.160864,0.837884,1
0.292898,0.862478,0.540834,0.607966,0.033651,0.299275,0.486665,0.787608,0.23536,0.909731,0.842207,0.334315,0.17525,0.182222,0.142949,0.212324,0.39427,0.495246,1
0.596126,0.96719,0.509714,0.663425,0.121586,0.987027,0.489233,0.070901,0.123622,0.301064,0.08937,0.547482,0.278498,0.441859,0.072494,0.032194,0.561391,0.80424,1
0.14525,0.316937,0.379529,0.15341,0.572284,0.21303,0.455137,0.084878,0.889223,0.39978,0.427768,0.153464,0.051541,0.025114,0.166802,0.923099,0.586866,0.660631,1
0.526467,0.911182,0.992644,0.723905,0.139239,0.641693,0.020432,0.958372,0.185205,0.769469,0.70338,0.991384,0.898094,0.554504,0.939492,0.379351,0.360341,0.644153,0
0.379536,0.111888,0.586207,0.256939,0.921719,0.671564,0.616204,0.274356,0.730876,0.670219,0.300701,0.062706,0.842153,0.992609,0.746927,0.179811,0.910214,0.624507,1
0.176505,0.119293,0.593424,0.618444,0.798432,0.472582,0.376089,0.924243,0.744139,0.80401,0.016103,0.782114,0.96942,0.102733,0.180646,0.25562,0.349121,0.54821,1
0.991008,0.293118,0.315081,0.996996,0.778538,0.122679,0.177236,0.782115,0.598511,0.712553,0.879843,0.253877,0.423741,0.537725,0.127046,0.722912,0.997481,0.418014,1
0.06687,0.789098,0.612327,0.268883,0.742347,0.442698,0.055054,0.837153,0.11734,0.717006,0.340748,0.322676,0.133439,0.72156,0.06877,0.316333,0.744724,0.441692,1
0.356117,0.515669,0.003569,0.066609,0.259864,0.0779,0.35896,0.215667,0.738758,0.269686,0.894928,0.034279,0.600304,0.902228,0.57944,0.091343,0.446278,0.829241,1
0.53249,0.264065,0.156122,0.638964,0.896711,0.465226,0.215968,0.790179,0.798854,0.509492,0.521557,0.879954,0.277098,0.424381,0.261148,0.882637,0.377088,0.039301,1
0.583093,0.770559,0.332843,0.032973,0.307502,0.682182,0.170418,0.264011,0.373444,0.328981,0.910609,0.553405,0.480097,0.404916,0.743689,0.242994,0.083286,0.399181,0
0.634989,0.662183,0.744792,0.916433,0.490934,0.085717,0.259744,0.732383,0.226285,0.573735,0.332185,0.478705,0.506196,0.17542,0.548104,0.586387,0.334609,0.991747,1
0.551102,0.084469,0.077176,0.578004,0.073601,0.063569,0.888517,0.050467,0.163294,0.441165,0.796221,0.646954,0.622309,0.109631,0.305681,0.417801,0.324748,0.265161,1
0.789043,0.229784,0.021375,0.466636,0.622773,0.530801,0.042595,0.026451,0.920027,0.741582,0.374406,0.305687,0.302444,0.565737,0.44294,0.750755,0.688812,0.719238,1
0.754542,0.92966,0.191207,0.22767,0.778317,0.499228,0.916507,0.516622,0.085735,0.462882,0.666168,0.868143,0.122536,0.857241,0.811827,0.709366,0,0.171785,1
0.584513,0.223913,0.958653,0.180277,0.551615,0.75576,0.137801,0.467571,0.995053,0.806589,0.871473,0.182756,0.925966,0.029307,0.26818,0.891963,0.624276,0.809832,1
0.612599,0.528965,0.515808,0.768994,0.539441,0.702139,0.323759,0.197662,0.178856,0.029292,0.237456,0.874134,0.729799,0.693232,0.786944,0.289158,0.882852,0.845975,1
0.361639,0.919832,0.223718,0.134435,0.299605,0.094242,0.122371,0.298749,0.469825,0.530184,0.490252,0.166115,0.18077,0.115061,0.155257,0.570323,0.23519,0.984439,1
0.269771,0.322348,0.98693,0.884411,0.048874,0.98113,0.998581,0.09277,0.149515,0.693982,0.291256,0.083197,0.058333,0.775037,0.278823,0.152958,0.862171,0.123798,1
0.771556,0.682307,0.943119,0.345576,0.57544,0.415215,0.993308,0.414213,0.776535,0.512602,0.204424,0.988002,0.854296,0.885019,0.090566,0.628058,0.509996,0.448432,1
0.231277,0.140976,0.712284,0.29757,0.39638,0.396893,0.375092,0.303125,0.947761,0.832582,0.245015,0.512412,0.10051,0.575898,0.790067,0.499038,0.110342,0.516774,1
0.843435,0.878648,0.266405,0.584906,0.160498,0.678282,0.782615,0.306834,0.673638,0.885774,0.220018,0.304558,0.656475,0.151727,0.945737,0.73821,0.59703,0.714081,0
0.411668,0.243653,0.008467,0.93303,0.894559,0.433143,0.201988,0.520567,0.206281,0.225894,0.615967,0.525525,0.835989,0.342227,0.536171,0.758932,0.361627,0.677886,1
0.08366,0.701891,0.413533,0.342099,0.319628,0.733031,0.192892,0.55971,0.336693,0.318486,0.824216,0.54367,0.38785,0.837161,0.117528,0.479553,0.52412,0.35533,1
0.298025,0.426848,0.675651,0.441049,0.009407,0.61304,0.204378,0.141411,0.515396,0.962723,0.727833,0.745472,0.57041,0.862704,0.978703,0.298926,0.428471,0.382272,1
0.981248,0.447463,0.22987,0.627925,0.882012,0.944135,0.277805,0.832328,0.509315,0.540048,0.921198,0.147192,0.583568,0.870684,0.207655,0.782151,0.755567,0.068152,1
0.430542,0.17591,0.239286,0.560592,0.134786,0,0.444458,0.250724,0.014172,0.120174,0.658363,0.680625,0.290646,0.124188,0.569559,0.169247,0.498058,0.20188,1
0.571495,0.711423,0.831977,0.806263,0.52508,0.43817,0.132853,0.498859,0.855159,0.519724,0.596599,0.354795,0.472831,0.255073,0.755961,0.248125,0.415497,0.206647,1
0.937857,0.673553,0.619871,0.367138,0.853618,0.008452,0.494381,0.75472,0.240837,0.672192,0.631791,0.165276,0.988239,0.323887,0.807259,0.067476,0.872059,0.886837,0
0.314119,0.62249,0.372731,0.055793,0.389403,0.848821,0.097801,0,0.04034,0.338674,0.053517,0.295817,0.536504,0.958944,0.88897,0.746058,0.369235,0.36533,1
0.192522,0.451869,0.302351,0.013136,0.694659,0.998984,0.64131,0.610808,0.271967,0.60565,0.389951,0.499227,0.375344,0.28151,0.621311,0.072691,0.072794,0.976435,1
0.657524,0.488972,0.13292,0.411748,0.087088,0.357003,0.478322,0.029435,0.39929,0.279224,0.383881,0.887841,0.770091,0.458214,0.334277,0.574193,0.610521,0.737892,1
0.916598,0.843419,0.519281,0.089032,0.336768,0.896088,0.979657,0.675781,0.261753,0.798072,0.353296,0.04376,0.993356,0.345456,0.512575,0.812605,0.593655,0.142388,0
0.47877,0.94219,0.770312,0.952901,0.18891,0.112643,0.745273,0.527745,0.873045,0.191563,0.82954,0.100668,0.549651,0.38049,0.198392,0.86937,0.461834,0.652951,1
0.007388,0.779788,0.868822,0.705883,0.984308,0.421232,0.710041,0.174764,0.266066,0.761005,0.436503,0.691343,0.826958,0.981812,0.112638,0.365232,0.201434,0.536599,1
0.608403,0.029726,0.59883,0.796222,0.1451,0.37897,0.459962,0.425757,0.054496,0.480114,0.307543,0.231253,0.464602,0.582631,0.970163,0.465127,0.760819,0.76264,1
